1,CLASSIC AND VINTAGE,,,,,,,
2,,,,,,,,
797,MAINLAND,GALLIANO L’AUTENTICO,,LIQUEUR (GALLIANO),166,and stir over ice. Strain into a coupe. No garnish.,appeared in The Savoy Cocktail Book. The,
798,MAINLAND,SIMPLE SYRUP,,SYRUP (SIMPLE),166,,Alaska is a martini made with yellow,
799,MAINLAND,ANGOSTURA BITTERS,,BITTERS (AROMATIC),166,,"Chartreuse; I subbed in Galliano, which is",
800,,,,,,,"similar but with more pronOUNCE,d vanilla and",
801,,,,,,,anise flavors.—TW,
802,,,,,,,,
803,,,,,,,,
804,MAY FAIR,TANQUERAY LONDON DRY GIN,,GIN (LONDON DRY),166,GARNISH: 1 ORANGE TWIST,ERYN REECE 2013,
805,MAY FAIR,KROGSTAD AQUAVIT,,LIQUEUR (CARAWAY) (AQUAVIT),166,"Stir all the ingredients over ice, then strain into a",I combined traditional and modern styles of,
806,MAY FAIR,LINIE AQUAVIT,,LIQUEUR (CARAWAY) (AQUAVIT),166,"double rocks glass over 1, large ice cube. Garnish",aquavit in this Vieux Carré variation: Krogstad,
807,MAY FAIR,HOUSE SWEET VERMOUTH,,VERMOUTH (SWEET),166,with the orange twist.,"is an unaged, American-made aquavit that’s",
808,MAY FAIR,BÉNÉDICTINE,,LIQUEUR (BÉNÉDICTINE),166,,"more anise-forward, while Linie is a classic",
809,MAY FAIR,ANGOSTURA BITTERS,,BITTERS (AROMATIC),166,,Scandinavian aquavit with big caraway,
810,MAY FAIR,HOUSE PEYCHAUD’S BITTERS,,BITTERS (CREOLE),166,,flavors.—ER,
811,,,,,,,,
812,,,,,,,,
813,MEXI-GIN MARTINI,PLYMOUTH GIN,,GIN (PLYMOUTH),166,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2012,
814,MEXI-GIN MARTINI,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),166,coupe. No garnish.,This drink started with the name. I wanted to,
815,MEXI-GIN MARTINI,DEL MAGUEY CREMA DE MEZCAL,,AGAVE (MEZCAL),166,,"create a martini with both tequila and mezcal,",
816,MEXI-GIN MARTINI,JALAPEÑO-INFUSED SIEMBRA AZUL BLANCO TEQUILA,INFUSION,AGAVE (TEQUILA BLANCO),166,,so I paired them with a softer gin and added,
817,MEXI-GIN MARTINI,GREEN CHARTREUSE,,CHARTREUSE (GREEN),166,,Chartreuse and celery bitters to provide even,
818,MEXI-GIN MARTINI,BITTER TRUTH CELERY BITTERS,,BITTERS (CELERY),166,,more complexity.—PW,
819,,,,,,,,
820,,,,,,,,
821,THE MONROE,ANCHOR JUNIPERO GIN,,GIN (LONDON DRY),166,Stir all the ingredients (except the club soda) over,SCOTT TEAGUE 2013,
822,THE MONROE,MASSENEZ CRÈME DE PÊCHE PEACH LIQUEUR,,LIQUEUR (PEACH),166,"ice, then strain into a double rocks glass over 1,",A friend pointed out that there aren’t any,
823,THE MONROE,ORGEAT,,SYRUP (ORGEAT),166,large ice cube. Add the club soda. No garnish.,old-fashioned-style drinks made with orgeat. So,
824,THE MONROE,HOUSE PEYCHAUD’S BITTERS,,BITTERS (CREOLE),166,,"I thought up this cocktail, which is very pretty",
825,THE MONROE,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),166,,"but a little bit crazy, just like Marilyn.—ST",
826,THE MONROE,CLUB SODA,,SODA,166,,,
827,,,,,,,,
828,MOON COCKTAIL,PLYMOUTH GIN,,GIN (PLYMOUTH),167,Stir all the ingredients (except the lemon twist),THOMAS WAUGH 2008,
829,MOON COCKTAIL,LUSTAU AMONTILLADO SHERRY,,SHERRY (AMONTILLADO),167,"over ice, then strain into a coupe. Squeeze the",,
830,MOON COCKTAIL,MASSENEZ CRÈME DE PÊCHE PEACH LIQUEUR,,LIQUEUR (PEACH),167,lemon twist over the drink and discard. No,,
831,MOON COCKTAIL,ACACIA HONEY SYRUP,,SYRUP (HONEY),167,garnish.,,
832,MOON COCKTAIL,LEMON TWIST,,TWIST (LEMON),167,,,
833,,,,,,,,
834,NIGHT WATCH,RANSOM OLD TOM GIN,,GIN (OLD TOM),167,"Stir all the ingredients over ice, then strain into a",JESSICA GONZALEZ 2011,
835,NIGHT WATCH,CRUZAN BLACK STRAP RUM,,RUM (SPANISH),167,coupe. No garnish.,A lot of the guys like to name drinks after,
836,NIGHT WATCH,LUSTAU EAST INDIA SOLERA SHERRY,,SHERRY,167,,"songs or movies. I prefer works of art, like this",
837,NIGHT WATCH,SIMPLE SYRUP,,SYRUP (SIMPLE),167,,Rembrandt painting.—JG,
838,NIGHT WATCH,ANGOSTURA BITTERS,,BITTERS (AROMATIC),167,,,
839,,,,,,,,
840,PRESSURE DROP,RANSOM OLD TOM GIN,,GIN (OLD TOM),169,"Stir all the ingredients over ice, then strain into a",THOMAS WAUGH 2009,
841,PRESSURE DROP,AMARO MELETTI,,AMARO (MILD),169,coupe. No garnish.,,
842,PRESSURE DROP,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),169,,,
843,PRESSURE DROP,CLEAR CREEK PEAR BRANDY,,BRANDY (PEAR),169,,,
844,PRESSURE DROP,ANGOSTURA BITTERS,,BITTERS (AROMATIC),169,,,
845,,,,,,,,
846,SENTIMENTAL JOURNEY,TANQUERAY NO. TEN GIN,,GIN (LONDON DRY),169,GARNISH: 1 LEMON TWIST,BRIAN MILLER 2008,
847,SENTIMENTAL JOURNEY,MORRO BAY CHARDONNAY,,WINE (WHITE),169,"Stir all the ingredients over ice, then strain into a",This cocktail was inspired by what many,
848,SENTIMENTAL JOURNEY,CINNAMON BARK SYRUP,,SYRUP (CINNAMON),169,coupe. Garnish with the lemon twist.,"consider the original martini recipe, which",
849,,,,,,,"consisted of gin, Sauvignon Blanc, and grated",
850,,,,,,,cinnamon.—BM,
851,,,,,,,,
852,,,,,,,,
853,SUMMER SHACK,MARTIN MILLER’S WESTBOURNE-STRENGTH GIN,,GIN,169,Stir all the ingredients (except the orange twist),JOAQUÍN SIMÓ 2009,
854,SUMMER SHACK,LILLET BLANC,,APPERITIF (LILLET BLANC),169,"over ice, then strain into a coupe. Squeeze the",,
855,SUMMER SHACK,SAUVIGNON BLANC,,WINE (WHITE),169,orange twist over the drink and discard. No,,
856,SUMMER SHACK,ST-GERMAIN,,LIQUEUR (ELDERFLOWER),169,garnish.,,
857,SUMMER SHACK,SIMPLE SYRUP,,SYRUP (SIMPLE),169,,,
858,SUMMER SHACK,ORANGE TWIST,,TWIST (ORANGE),169,,,
859,,,,,,,,
860,SURE SHOT,HAYMAN’S OLD TOM GIN,,GIN (OLD TOM),169,"Stir all the ingredients over ice, then strain into a",JILLIAN VOSE 2011,
861,SURE SHOT,BOLS GENEVER,,GIN (GENEVER),169,coupe. No garnish.,,
862,SURE SHOT,ANCHO CHILE–INFUSED DOLIN ROUGE VERMOUTH,INFUSION,VERMOUTH (SWEET),169,,,
863,SURE SHOT,GALLIANO RISTRETTO,,LIQUEUR (GALLIANO),169,,,
864,SURE SHOT,DEMERARA SYRUP,,SYRUP (DEMERARA),169,,,
865,SURE SHOT,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),169,,,
866,,,,,,,,
867,WOODEN SHIP,TANQUERAY NO. TEN GIN,,GIN (LONDON DRY),169,GARNISH: 1 LEMON TWIST,THOMAS WAUGH 2011,
868,WOODEN SHIP,BOLS GENEVER,,GIN (GENEVER),169,"Stir all the ingredients over ice, then strain into a",,
869,WOODEN SHIP,GRAND MARNIER,,LIQUEUR (ORANGE),169,rocks glass. Garnish with the lemon twist.,,
870,WOODEN SHIP,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),169,,,
871,WOODEN SHIP,FEE BROTHERS WHISKEY BARREL-AGED BITTERS,,BITTERS (AROMATIC),169,,,
872,,,,,,,,
873,YEOMEN WARDER,BEEFEATER LONDON DRY GIN,,GIN (LONDON DRY),169,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2008,
874,YEOMEN WARDER,DOLIN DRY VERMOUTH,,VERMOUTH (DRY),169,coupe. No garnish.,,
875,YEOMEN WARDER,CYNAR,,AMARO (CYNAR),169,,,
876,YEOMEN WARDER,LUXARDO MARASCHINO LIQUEUR,,LIQUEUR (CHERRY),169,,,
877,,,,,,,,
878,RUM SHAKEN,,,,,,,
879,,,,,,,,
880,18TH CENTURY,VAN OOSTEN BATAVIA ARRACK,,BATAVIA ARRACK,170,"Shake all the ingredients with ice, then strain into",PHIL WARD 2008,
881,18TH CENTURY,MARIE BRIZARD WHITE CRÈME DE CACAO,,LIQUEUR (CRÈME DE CACAO),170,a coupe. No garnish.,"This variation on the classic 2,0th Century",
882,18TH CENTURY,CARPANO ANTICA FORMULA VERMOUTH,,VERMOUTH (SWEET),170,,cocktail is my love letter to Batavia,
883,18TH CENTURY,LIME JUICE,,JUICE (LIME),170,,arrack.—PW,
884,,,,,,,,
885,,,,,,,,
886,BOO-YA CACHAÇA,LA FAVORITE RHUM AGRICOLE BLANC,,RUM (AGRICOLE BLANC),170,Short shake all the ingredients (except the club,SCOTT TEAGUE 2013,
887,BOO-YA CACHAÇA,LUSTAU LOS ARCOS AMONTILLADO SHERRY,,SHERRY,170,"soda) with 3 ice cubes, then strain into a highball","This is my “fuck you” to cachaça, because I",
888,BOO-YA CACHAÇA,CRÈME YVETTE,,LIQUEUR (CRÈME YVETTE),170,glass over 3 ice cubes. Top with club soda and,really don’t like the stuff—it’s basically an,
889,BOO-YA CACHAÇA,LIME JUICE,,JUICE (LIME),170,serve with a straw. No garnish.,inferior version of rhum agricole.—ST,
890,BOO-YA CACHAÇA,GINGER SYRUP,,SYRUP (GINGER),170,,,
891,BOO-YA CACHAÇA,CLUB SODA,,SODA,170,,,
892,,,,,,,,
893,CARIBBEAN SHRUB,APPLETON ESTATE V/X RUM,,RUM (JAMAICAN),170,GARNISH: ½ STRAWBERRY,JOAQUÍN SIMÓ 2008,
894,CARIBBEAN SHRUB,LA FAVORITE RHUM AGRICOLE BLANC,,RUM (AGRICOLE BLANC),170,"Short shake all the ingredients with 3 ice cubes,",This cocktail was inspired by the colonial-era,
895,CARIBBEAN SHRUB,STRAWBERRY-BALSAMIC GASTRIQUE,,SYRUP (GASTRIQUE),170,then strain into a highball glass filled with crushed,"family of drinks known as shrubs, in which a",
896,CARIBBEAN SHRUB,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),170,ice. Garnish with the half strawberry and serve,vinegar syrup is mixed with spirits.—JS,
897,,,,,,with a straw.,,
898,,,,,,,,
899,COMPANY BUCK,GOSLING’S BLACK SEAL RUM,,RUM (ENGLISH),170,GARNISH: 1 LIME WHEEL,PHIL WARD 2007,
900,COMPANY BUCK,PINEAPPLE JUICE,,JUICE (PINEAPPLE),170,Shake all the ingredients (except the club soda),,
901,COMPANY BUCK,LIME JUICE,,JUICE (LIME),170,"with ice, then strain into a highball glass filled with",,
902,COMPANY BUCK,GINGER SYRUP,,SYRUP (GINGER),170,ice cubes. Top with club soda. Garnish with the,,
903,COMPANY BUCK,ANGOSTURA BITTERS,,BITTERS (AROMATIC),170,lime wheel and serve with a straw.,,
904,COMPANY BUCK,CLUB SODA,,SODA,170,,,
905,,,,,,,,
906,FLOR DE JEREZ,APPLETON ESTATE RESERVE RUM,,RUM (JAMAICAN),171,"Shake all the ingredients with ice, then strain into",JOAQUÍN SIMÓ 2009,
907,FLOR DE JEREZ,LUSTAU AMONTILLADO SHERRY,,SHERRY (AMONTILLADO),171,a coupe. No garnish.,Apricots are such a frustrating fresh fruit to,
908,FLOR DE JEREZ,ROTHMAN & WINTER APRICOT LIQUEUR,,LIQUEUR (APRICOT),171,,work with because they’re so inconsistent. You,
909,FLOR DE JEREZ,LEMON JUICE,,JUICE (LEMON),171,,can buy a dozen of them and have two that,
910,FLOR DE JEREZ,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),171,,"are perfect beyond belief, three that are almost",
911,FLOR DE JEREZ,ANGOSTURA BITTERS,,BITTERS (AROMATIC),171,,"delicious, and seven others that are a mealy",
912,,,,,,,bunch of nothing. That’s why I use a good,
913,,,,,,,apricot liqueur in this drink instead of fresh,
914,,,,,,,fruit. I was after a light-bodied cocktail that,
915,,,,,,,shone forth with fruit and nuts yet remained,
916,,,,,,,dry and refreshing.—JS,
917,,,,,,,,
918,,,,,,,,
919,GET LUCKY,BLACKBERRIES,,FRUIT (BLACKBERRY),171,GARNISH: HOUSE PEYCHAUD’S BITTERS,SCOTT TEAGUE 2013,
920,GET LUCKY,FLOR DE CAÑA EXTRA-DRY WHITE RUM,,RUM (SPANISH WHITE),171,"In a pilsner glass, gently muddle the blackberries.",This drink comes from me not taking myself,
921,GET LUCKY,LEMON JUICE,,JUICE (LEMON),171,"Fill the glass with crushed ice. In a shaker, whip",too seriously. I wanted to make something that,
922,GET LUCKY,GINGER SYRUP,,SYRUP (GINGER),171,"the remaining ingredients, shaking with a few",looks like it could come from TGI Fridays but,
923,GET LUCKY,ORGEAT,,SYRUP (ORGEAT),171,pieces of crushed ice just until incorporated. Strain,tastes like a Death & Co drink.—ST,
924,GET LUCKY,ACACIA HONEY SYRUP,,SYRUP (HONEY),171,into the glass. Garnish with a thin layer of bitters,,
925,,,,,,and serve with a straw.,,
926,,,,,,,,
927,THE GIFT SHOP,CUCUMBER WHEELS,,VEGETABLE (CUCUMBER),172,GARNISH: 3 CUCUMBER WHEELS,THOMAS WAUGH 2011,
928,THE GIFT SHOP,BANKS 5-ISLAND WHITE RUM,,RUM (ENGLISH WHITE),172,"In a shaker, muddle the cucumber wheels. Add",,
929,THE GIFT SHOP,CARDAMARO,,AMARO (MILD),172,the remaining ingredients and shake with ice.,,
930,THE GIFT SHOP,LIME JUICE,,JUICE (LIME),172,"Double strain into a double rocks glass over 1,",,
931,THE GIFT SHOP,SIMPLE SYRUP,,SYRUP (SIMPLE),172,large ice cube. Garnish with the cucumber wheels,,
932,THE GIFT SHOP,ANGOSTURA BITTERS,,BITTERS (AROMATIC),172,fanned on top of the drink.,,
933,,,,,,,,
934,THE GREAT PRETENDER,CINNAMON-SUGAR RIM,,RIM (CINNAMON SUGAR),172,Rim a coupe with cinnamon-sugar. Shake the,THOMAS WAUGH 2011,
935,THE GREAT PRETENDER,SMITH & CROSS RUM,,RUM (JAMAICAN),172,"remaining ingredients with ice, then strain into the",This is basically a rum version of Brian’s Gilda,
936,THE GREAT PRETENDER,PINEAPPLE JUICE,,JUICE (PINEAPPLE),172,coupe. No garnish.,"Cocktail, hence the name. It’s also the only",
937,THE GREAT PRETENDER,LIME JUICE,,JUICE (LIME),172,,"drink I’ve made that uses a full two OUNCES, of",
938,THE GREAT PRETENDER,VANILLA SYRUP,,SYRUP (VANILLA),172,,overproof rum.—TW,
939,THE GREAT PRETENDER,CINNAMON BARK SYRUP,,SYRUP (CINNAMON),172,,,
940,,,,,,,,
941,THE GREEN MILE,BARBANCOURT WHITE RUM,,RUM (AGRICOLE BLANC),172,"GARNISH: 1, THAI BASIL LEAF",PHIL WARD 2008,
942,THE GREEN MILE,GREEN CHARTREUSE,,CHARTREUSE (GREEN),172,"Shake all the ingredients with ice, then double","I borrowed the template for this drink—liquor,",
943,THE GREEN MILE,VIEUX PONTARLIER ABSINTHE,,ABSINTHE,172,strain into a coupe. Garnish with the basil leaf.,"Chartreuse, citrus juice, and simple syrup—from",
944,THE GREEN MILE,LIME JUICE,,JUICE (LIME),172,,the Daisy de Santiago cocktail in Charles H.,
945,THE GREEN MILE,SIMPLE SYRUP,,SYRUP (SIMPLE),172,,Baker’s The Gentleman’s Companion. It’s a very,
946,THE GREEN MILE,THAI BASIL LEAVES,,LEAF (BASIL),172,,versatile ratio that I’ve used for a bunch of,
947,,,,,,,drinks.—PW,
948,,,,,,,,
949,,,,,,,,
950,JULIUS ORANGE,PIERRE FERRAND DRY CURAÇAO,,LIQUEUR (ORANGE),172,GARNISH: NUTMEG,BRAD FARRAN 2012,
951,JULIUS ORANGE,CRUZAN SINGLE-BARREL RUM,,RUM (SPANISH),172,Short shake all the ingredients with 3 ice cubes.,"This concept drink was inspired by, you guessed",
952,JULIUS ORANGE,LEMON JUICE,,JUICE (LEMON),172,Strain into a double rocks glass filled with crushed,"it, the Orange Julius. The curaçao really makes",
953,JULIUS ORANGE,VANILLA SYRUP,,SYRUP (VANILLA),172,ice. Garnish with a few grates of nutmeg and,"for a dry drink, which allowed me to add other",
954,JULIUS ORANGE,HEAVY CREAM,,CREAM (HEAVY),172,serve with a straw.,sweet flavors without making it cloying.—BF,
955,JULIUS ORANGE,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),172,,,
956,,,,,,,,
957,KERALA,CARDAMOM PODS,,SPICE (CARDAMOM PODS),172,"In a shaker, gently muddle the cardamom pods.",JOAQUÍN SIMÓ 2008,
958,KERALA,SCARLET IBIS RUM,,RUM (ENGLISH),172,Add the remaining ingredients and shake with ice.,,
959,KERALA,BUFFALO TRACE BOURBON,,WHISKEY (BOURBON),172,Double strain into a coupe. No garnish.,,
960,KERALA,PINEAPPLE JUICE,,JUICE (PINEAPPLE),172,,,
961,KERALA,LEMON JUICE,,JUICE (LEMON),172,,,
962,KERALA,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),172,,,
963,KERALA,ANGOSTURA BITTERS,,BITTERS (AROMATIC),172,,,
964,KERALA,HOUSE PEYCHAUD’S BITTERS,,BITTERS (CREOLE),172,,,
965,,,,,,,,
966,KOKO B. WARE,APPLETON ESTATE V/X RUM,,RUM (JAMAICAN),173,GARNISH: NUTMEG,THOMAS WAUGH 2009,
967,KOKO B. WARE,LA FAVORITE RHUM AGRICOLE AMBRE,,RUM (AGRICOLE AMBRE),173,"Short shake all the ingredients with 3 ice cubes,",I wanted to craft a drink that tastes like,
968,KOKO B. WARE,LIME JUICE,,JUICE (LIME),173,then strain into a coconut mug filled with crushed,"coconut without any in it, and the combination",
969,KOKO B. WARE,ORGEAT,,SYRUP (ORGEAT),173,ice. Garnish with a few grates of nutmeg and,"of rhum agricole, orgeat, and cream does just",
970,KOKO B. WARE,VANILLA SYRUP,,SYRUP (VANILLA),173,serve with a straw.,"that. Then I named it, fittingly, after one of my",
971,KOKO B. WARE,HEAVY CREAM,,CREAM (HEAVY),173,,favorite WWF wrestlers.—TW,
972,KOKO B. WARE,ANGOSTURA BITTERS,,BITTERS (AROMATIC),173,,,
973,KOKO B. WARE,FRESHLY GROUND NUTMEG,,SPICE (NUTMEG),173,,,
974,,,,,,,,
975,PATOIS PUNCH,RON DEL BARRILITO 3-STAR RUM,,RUM (SPANISH),173,"Shake all the ingredients with ice, then strain into",JOAQUÍN SIMÓ 2009,
976,PATOIS PUNCH,BUSNEL VSOP CALVADOS,,BRANDY (APPLE),173,a coupe. No garnish.,"This is fall in a glass, or a potable pumpkin",
977,PATOIS PUNCH,DONN’S SPICES #2,,MIX (DONN’S SPICES #2),173,,pie.—JS,
978,PATOIS PUNCH,LEMON JUICE,,JUICE (LEMON),173,,,
979,PATOIS PUNCH,MAPLE SYRUP,,SYRUP (MAPLE),173,,,
980,PATOIS PUNCH,PUMPKIN PUREE,,PUREE (PUMPKIN),173,,,
981,,,,,,,,
982,PELÉE’S BLOOD,RHUM JM 100-PROOF AGRICOLE BLANC,,RUM (AGRICOLE BLANC),173,GARNISH: 1 LIME WHEEL AND CHERRY FLAG,"THOMAS WAUGH, 2,010",
983,PELÉE’S BLOOD,DONN’S SPICES #2,,MIX (DONN’S SPICES #2),173,"Shake all the ingredients with ice, then strain into",Mount Pelée is a volcano that erupted on,
984,PELÉE’S BLOOD,VIEUX PONTARLIER ABSINTHE,,ABSINTHE,173,a double rocks glass filled with ice cubes. Garnish,"Martinique in 1,902,, resulting in the worst",
985,PELÉE’S BLOOD,LIME JUICE,,JUICE (LIME),173,with the lime wheel and cherry flag.,volcanic disaster of the twentieth century.—TW,
986,PELÉE’S BLOOD,GRENADINE,,SYRUP (GRENADINE),173,,,
987,PELÉE’S BLOOD,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),173,,,
988,,,,,,,,
989,SEA B3,GOSLING’S BLACK SEAL RUM,,RUM (ENGLISH),173,"Shake all the ingredients with ice, then strain into",PHIL WARD 2008,
990,SEA B3,LEMON JUICE,,JUICE (LEMON),173,a coupe. No garnish.,This is one of several cocktails inspired by the,
991,SEA B3,ORANGE JUICE,,JUICE (ORANGE),173,,worst days of our battles with our community,
992,SEA B3,GRENADINE,,SYRUP (GRENADINE),173,,"board, aka CB3.—PW",
993,,,,,,,,
994,,,,,,,,
995,SEERSUCKER,STRAWBERRY,,FRUIT (STRAWBERRY),174,GARNISH: 1 STRAWBERRY,BRIAN MILLER 2009,
996,SEERSUCKER,FLOR DE CAÑA EXTRA-DRY WHITE RUM,,RUM (SPANISH WHITE),174,"In a shaker, gently muddle the strawberry. Add",,
997,SEERSUCKER,LEMON JUICE,,JUICE (LEMON),174,"the remaining ingredients and short shake with 3,",,
998,SEERSUCKER,CINNAMON BARK SYRUP,,SYRUP (CINNAMON),174,ice cubes. Strain into a pilsner glass filled with,,
999,,,,,,crushed ice. Garnish with the strawberry and serve,,
1000,,,,,,with a straw.,,
1001,,,,,,,,
1002,SLING OF APHRODITE,LA FAVORITE RHUM AGRICOLE AMBRE,,RUM (AGRICOLE AMBRE),174,GARNISH: 1 APPLE FAN,JOAQUÍN SIMÓ 2009,
1003,SLING OF APHRODITE,CLEAR CREEK PEAR BRANDY,,BRANDY (PEAR),174,"Shake all the ingredients with ice, then strain into",,
1004,SLING OF APHRODITE,FUJI APPLE JUICE,,JUICE (APPLE),174,a highball glass filled with ice cubes. Garnish with,,
1005,SLING OF APHRODITE,LEMON JUICE,,JUICE (LEMON),174,the apple fan and serve with a straw.,,
1006,SLING OF APHRODITE,CINNAMON BARK SYRUP,,SYRUP (CINNAMON),174,,,
1007,,,,,,,,
1008,RUM STIRRED,,,,,,,
1009,,,,,,,,
1010,AMITYVILLE,BACARDI RON SUPERIOR LIMITED EDITION,,RUM (SPANISH),175,"GARNISH: 1, GRANNY SMITH APPLE SLICE",JILLIAN VOSE 2013,
1011,AMITYVILLE,BANKS 5-ISLAND WHITE RUM,,RUM (ENGLISH WHITE),175,"Stir all the ingredients over ice, then strain into a",The rum used here was released to celebrate,
1012,AMITYVILLE,DOLIN BLANC VERMOUTH,,VERMOUTH (BLANC),175,Nick & Nora glass. Garnish with the apple slice.,the 150th anniversary of Bacardi and made,
1013,AMITYVILLE,VIEUX PONTARLIER ABSINTHE,,ABSINTHE,175,,according to the distillery’s original recipe. The,
1014,AMITYVILLE,GRANNY SMITH APPLE JUICE,,JUICE (APPLE),175,,"drink takes on a cloudy, off-green color, which",
1015,AMITYVILLE,VANILLA SYRUP,,SYRUP (VANILLA),175,,I thought was kind of ghostly.—JV,
1016,AMITYVILLE,ACID PHOSPHATE,,OTHER (ACID PHOSPHATE),175,,,
1017,AMITYVILLE,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),175,,,
1018,,,,,,,,
1019,ANGIE’S SECRET,BARBANCOURT WHITE RUM,,RUM (AGRICOLE BLANC),175,"Stir all the ingredients over ice, then strain into a",JILLIAN VOSE 2011,
1020,ANGIE’S SECRET,APPLETON ESTATE V/X RUM,,RUM (JAMAICAN),175,coupe. No garnish.,Every D&C bartender hates certain drinks,
1021,ANGIE’S SECRET,BECHEROVKA,,OTHER (BECHEROVKA),175,,"others make. Joaquín hates this one, but I love",
1022,ANGIE’S SECRET,CANE SUGAR SYRUP,,SYRUP (CANE SUGAR),175,,it because it tastes like Christmas—more,
1023,ANGIE’S SECRET,BITTERMENS XOCOLATL MOLE BITTERS,,BITTERS (CHOCOLATE),175,,"specifically, a plate of Christmas cookies in a",
1024,,,,,,,glass.—JV,
1025,,,,,,,,
1026,,,,,,,,
1027,ARRACK STRAP,CRUZAN BLACK STRAP RUM,,RUM (SPANISH),175,GARNISH: 1 ORANGE TWIST,BRAD FARRAN 2012,
1028,ARRACK STRAP,VAN OOSTEN BATAVIA ARRACK,,BATAVIA ARRACK,175,"Stir all the ingredients over ice, then strain into an","At some point, every Death & Co bartender",
1029,ARRACK STRAP,COCCHI VERMOUTH DI TORINO,,VERMOUTH (SWEET),175,"old-fashioned glass over 1, large ice cube. Garnish",takes on the challenge of Batavia arrack. One,
1030,ARRACK STRAP,CAMPARI,,AMARO (APERITIVO),175,with the orange twist.,of the best ways to combat arrack is by,
1031,ARRACK STRAP,DEMERARA SYRUP,,SYRUP (DEMERARA),175,,"balancing it with another strong flavor, in this",
1032,ARRACK STRAP,BITTERMENS XOCOLATL MOLE BITTERS,,BITTERS (CHOCOLATE),175,,case Black Strap rum.—BF,
1033,ARRACK STRAP,HOUSE ORANGE BITTERS,,BITTERS (ORANGE),175,,,
1034,,,,,,,,
1035,BUMBOO,SANTA TERESA 1796 RUM,,RUM (SPANISH),176,GARNISH: NUTMEG,BRIAN MILLER 2009,
1036,BUMBOO,DEMERARA SYRUP,,SYRUP (DEMERARA),176,"Stir all the ingredients over ice, then strain into a",Pirates used to drink a concoction made with,
1037,BUMBOO,VANILLA SYRUP,,SYRUP (VANILLA),176,fizz glass. Garnish with a few grates of nutmeg.,"rum, water, sugar, and spices—usually nutmeg,",
1038,BUMBOO,HOUSE PEYCHAUD’S BITTERS,,BITTERS (CREOLE),176,,sometimes cinnamon—called bumboo (or bumbo).,
1039,BUMBOO,ABBOTT’S BITTERS,,BITTERS (AROMATIC),176,,This is my take.—BM,
1040,BUMBOO,BITTER TRUTH JERRY THOMAS’ BITTERS,,BITTERS (AROMATIC),176,,,
1041,,,,,,,,
1042,COBRA VERDE,NEISSON RHUM AGRICOLE BLANC,,RUM (AGRICOLE BLANC),176,"Stir all the ingredients over ice, then strain into a",THOMAS WAUGH 2009,
1043,COBRA VERDE,CHAMOMILE-INFUSED OLD OVERHOLT RYE,INFUSION,WHISKEY (RYE),176,coupe. No garnish.,This is an adaptation of the classic,
1044,COBRA VERDE,YELLOW CHARTREUSE,,CHARTREUSE (YELLOW),176,,Diamondback cocktail. The combination of so,
1045,COBRA VERDE,GREEN CHARTREUSE,,CHARTREUSE (GREEN),176,,"many intense ingredients gives it, well, extra",
1046,,,,,,,bite.—TW,
1047,,,,,,,,
1048,,,,,,,,
1049,CORTADO,PAMPERO ANIVERSARIO RUM,,RUM (SPANISH),176,GARNISH: 1 ORANGE TWIST,THOMAS WAUGH 2009,
1050,CORTADO,LEMON HART 151 RUM,,RUM (DEMERARA OVERPROOF),176,"Stir all the ingredients over ice, then strain into a",This drink doesn’t taste anything like a,
1051,CORTADO,COFFEE-INFUSED CARPANO ANTICA FORMULA VERMOUTH,INFUSION,VERMOUTH (SWEET),176,coupe. Garnish with the orange twist.,"cortado—it’s more like a mocha, but cortado",
1052,CORTADO,MARIE BRIZARD WHITE CRÈME DE CACAO,,LIQUEUR (CRÈME DE CACAO),176,,sounds better.—TW,
1053,CORTADO,DEMERARA SYRUP,,SYRUP (DEMERARA),176,,,
1054,CORTADO,BITTERMENS XOCOLATL MOLE BITTERS,,BITTERS (CHOCOLATE),176,,,
1055,CORTADO,ANGOSTURA BITTERS,,BITTERS (AROMATIC),176,,,
1056,,,,,,,,
1057,EAGLE-EYE CHERRY,FLOR DE CAÑA 7-YEAR RUM,,RUM (SPANISH),176,GARNISH: 1 BRANDIED CHERRY,BRAD FARRAN 2013,
1058,EAGLE-EYE CHERRY,CHERRY HEERING,,CHERRY HEERING,176,Stir all the ingredients (except the orange twist),,
1059,EAGLE-EYE CHERRY,ALVEAR FESTIVAL PALE CREAM SHERRY,,SHERRY (PALE CREAM),176,"over ice, then strain into a port glass. Squeeze the",,
1060,EAGLE-EYE CHERRY,LUSTAU EAST INDIA SOLERA SHERRY,,SHERRY,176,orange twist over the drink and discard. Garnish,,
